codigo,version,descripcion,nivel,codigo_padre
325,CNAE-2025,Fabricación de instrumentos y suministros médicos y odontológicos,3,32
329,CNAE-2025,Industrias manufactureras n.c.o.p.,3,32
331,CNAE-2025,"Reparación y mantenimiento de productos metálicos, maquinaria y equipos",3,33
332,CNAE-2025,Instalación de máquinas y equipos industriales,3,33
351,CNAE-2025,"Producción, transporte y distribución de energía eléctrica",3,35
352,CNAE-2025,Producción de gas y distribución por tubería de combustibles gaseosos,3,35
353,CNAE-2025,Suministro de vapor y aire acondicionado,3,35
354,CNAE-2025,Actividades de intermediación de energía eléctrica y gas natural,3,35
360,CNAE-2025,"Captación, depuración y distribución de agua",3,36
370,CNAE-2025,Recogida y tratamiento de aguas residuales,3,37
381,CNAE-2025,Recogida de residuos,3,38
382,CNAE-2025,Valorización de residuos,3,38
383,CNAE-2025,Eliminación de residuos sin valorización,3,38
390,CNAE-2025,Actividades de descontaminación y otros servicios de gestión de residuos,3,39
410,CNAE-2025,Construcción de edificios,3,41
421,CNAE-2025,"Construcción de carreteras y vías férreas, puentes y túneles",3,42
422,CNAE-2025,Construcción de redes,3,42
429,CNAE-2025,Construcción de otros proyectos de ingeniería civil,3,42
431,CNAE-2025,Demolición y preparación de terrenos,3,43
432,CNAE-2025,"Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción",3,43
433,CNAE-2025,Acabado de edificios,3,43
434,CNAE-2025,Actividades de construcción especializada en la construcción de edificios,3,43
435,CNAE-2025,Actividades de construcción especializada en ingeniería civil,3,43
436,CNAE-2025,Actividades de intermediación para servicios de construcción especializada,3,43
439,CNAE-2025,Otras actividades de construcción especializada,3,43
461,CNAE-2025,Intermediarios del comercio al por mayor,3,46
462,CNAE-2025,Comercio al por mayor de materias primas agrarias y de animales vivos,3,46
463,CNAE-2025,"Comercio al por mayor de productos alimenticios, bebidas y tabaco",3,46
464,CNAE-2025,Comercio al por mayor de artículos de uso doméstico,3,46
465,CNAE-2025,Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones,3,46
466,CNAE-2025,"Comercio al por mayor de otra maquinaria, equipos y suministros",3,46
467,CNAE-2025,"Comercio al por mayor de vehículos de motor, motocicletas y sus repuestos y accesorios",3,46
468,CNAE-2025,Otro comercio al por mayor especializado,3,46
469,CNAE-2025,Comercio al por mayor no especializado,3,46
471,CNAE-2025,Comercio al por menor no especializado,3,47
472,CNAE-2025,"Comercio al por menor de productos alimenticios, bebidas y tabaco",3,47
473,CNAE-2025,Comercio al por menor de combustible para la automoción,3,47
474,CNAE-2025,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,3,47
475,CNAE-2025,Comercio al por menor de otros artículos de uso doméstico,3,47
476,CNAE-2025,Comercio al por menor de artículos culturales y recreativos,3,47
477,CNAE-2025,"Comercio al por menor de otros artículos, excepto vehículos de motor y motocicletas",3,47
478,CNAE-2025,"Comercio al por menor de vehículos de motor, motocicletas y sus repuestos y accesorios",3,47
479,CNAE-2025,Actividades de servicios de intermediación para el comercio al por menor,3,47
491,CNAE-2025,Transporte de pasajeros por ferrocarril,3,49
492,CNAE-2025,Transporte de mercancías por ferrocarril,3,49
493,CNAE-2025,Otro transporte terrestre de pasajeros,3,49
494,CNAE-2025,Transporte de mercancías por carretera y servicios de mudanza,3,49
495,CNAE-2025,Transporte por tubería,3,49
501,CNAE-2025,Transporte marítimo de pasajeros,3,50
502,CNAE-2025,Transporte marítimo de mercancías,3,50
503,CNAE-2025,Transporte de pasajeros por vías navegables interiores,3,50
504,CNAE-2025,Transporte de mercancías por vías navegables interiores,3,50
511,CNAE-2025,Transporte aéreo de pasajeros,3,51
512,CNAE-2025,Transporte aéreo de mercancías y transporte espacial,3,51
521,CNAE-2025,Depósito y almacenamiento,3,52
522,CNAE-2025,Actividades auxiliares del transporte,3,52
523,CNAE-2025,Actividades de intermediación para el transporte,3,52
531,CNAE-2025,Actividades postales sometidas a la obligación del servicio universal,3,53
532,CNAE-2025,Otras actividades postales y de mensajería,3,53
533,CNAE-2025,Servicios de intermediación para las actividades postales y de mensajería,3,53
551,CNAE-2025,Hoteles y alojamientos similares,3,55
552,CNAE-2025,Alojamientos turísticos y otros alojamientos de corta estancia,3,55
553,CNAE-2025,Campings y aparcamientos para caravanas,3,55
554,CNAE-2025,Actividades de intermediación para los servicios de alojamiento,3,55
559,CNAE-2025,Otros servicios de alojamiento,3,55
561,CNAE-2025,Restaurantes y puestos de comidas,3,56
562,CNAE-2025,Servicios de catering y otros servicios de comidas,3,56
563,CNAE-2025,Servicios de bebidas,3,56
564,CNAE-2025,Actividades de intermediación para los servicios de comidas y bebidas,3,56
581,CNAE-2025,"Edición de libros, periódicos y otras actividades editoriales, excepto la edición de programas informáticos",3,58
582,CNAE-2025,Edición de programas informáticos,3,58
591,CNAE-2025,"Actividades cinematográficas, de vídeo y de programas de televisión",3,59
592,CNAE-2025,Actividades de grabación de sonido y edición musical,3,59
601,CNAE-2025,Actividades de radiodifusión y distribución de audio,3,60
602,CNAE-2025,"Actividades de programación de televisión, emisión y distribución de vídeos",3,60
603,CNAE-2025,Actividades de las agencias de noticias y otras actividades de distribución de contenidos,3,60
611,CNAE-2025,"Actividades de telecomunicaciones por cable, inalámbricas y por satélite",3,61
612,CNAE-2025,Actividades de reventa de telecomunicaciones y servicios de intermediación para telecomunicaciones,3,61
619,CNAE-2025,Otras actividades de telecomunicaciones,3,61
621,CNAE-2025,Actividades de programación informática,3,62
622,CNAE-2025,Actividades de consultoría informática y gestión de instalaciones informáticas,3,62
629,CNAE-2025,Otros servicios relacionados con las tecnologías de la información y la informática,3,62
631,CNAE-2025,"Infraestructura informática, procesamiento de datos, hosting y actividades relacionadas",3,63
639,CNAE-2025,Actividades de portales de búsqueda en la web y otras actividades de servicios de información,3,63
641,CNAE-2025,Intermediación monetaria,3,64
642,CNAE-2025,Actividades de sociedades holding y de sociedades instrumentales de financiación,3,64
643,CNAE-2025,"Actividades de inversión colectiva, de fondos y de entidades financieras similares",3,64
649,CNAE-2025,"Otros servicios financieros, excepto seguros y fondos de pensiones",3,64
651,CNAE-2025,Seguros,3,65
652,CNAE-2025,Reaseguros,3,65
653,CNAE-2025,Fondos de pensiones,3,65
661,CNAE-2025,"Actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones",3,66
662,CNAE-2025,Actividades auxiliares a seguros y fondos de pensiones,3,66
663,CNAE-2025,Actividades de gestión de fondos,3,66
681,CNAE-2025,Actividades inmobiliarias por cuenta propia y promoción inmobiliaria,3,68
682,CNAE-2025,Alquiler de bienes inmobiliarios por cuenta propia,3,68
683,CNAE-2025,Actividades inmobiliarias por cuenta de terceros,3,68
691,CNAE-2025,Actividades jurídicas,3,69
692,CNAE-2025,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",3,69
701,CNAE-2025,Actividades de las sedes centrales,3,70
702,CNAE-2025,Otras actividades de consultoría de gestión empresarial,3,70
711,CNAE-2025,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,3,71
712,CNAE-2025,Ensayos y análisis técnicos,3,71
721,CNAE-2025,Investigación y desarrollo experimental en ciencias naturales y técnicas,3,72
722,CNAE-2025,Investigación y desarrollo experimental en ciencias sociales y humanidades,3,72
731,CNAE-2025,Publicidad,3,73
732,CNAE-2025,Estudios de mercado y realización de encuestas de opinión pública,3,73
733,CNAE-2025,Relaciones públicas y comunicación,3,73
741,CNAE-2025,Actividades de diseño especializado,3,74
742,CNAE-2025,Actividades de fotografía,3,74
743,CNAE-2025,Actividades de traducción e interpretación,3,74
749,CNAE-2025,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",3,74
750,CNAE-2025,Actividades veterinarias,3,75
771,CNAE-2025,Alquiler de vehículos de motor,3,77
772,CNAE-2025,Alquiler de efectos personales y artículos de uso doméstico,3,77
773,CNAE-2025,"Alquiler de otra maquinaria, equipos y bienes tangibles",3,77
774,CNAE-2025,"Arrendamiento de la propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor",3,77
775,CNAE-2025,Servicios de intermediación para el alquiler de bienes tangibles y de activos intangibles no financieros,3,77
781,CNAE-2025,Actividades de las agencias de colocación,3,78
782,CNAE-2025,Actividades de las empresas de trabajo temporal y otra provisión de recursos humanos,3,78
791,CNAE-2025,Actividades de agencias de viajes y operadores turísticos,3,79
799,CNAE-2025,Otros servicios de reservas y actividades relacionadas con los mismos,3,79
800,CNAE-2025,Servicios de investigación y seguridad,3,80
811,CNAE-2025,Servicios integrales a edificios e instalaciones,3,81
812,CNAE-2025,Actividades de limpieza,3,81
813,CNAE-2025,Actividades de jardinería,3,81
821,CNAE-2025,Actividades administrativas y auxiliares de oficina,3,82
822,CNAE-2025,Actividades de los centros de llamadas,3,82
823,CNAE-2025,Organización de convenciones y ferias de muestras,3,82
824,CNAE-2025,Actividades de intermediación para servicios de apoyo a las empresas n.c.o.p.,3,82
829,CNAE-2025,Otras actividades de apoyo a las empresas n.c.o.p.,3,82
841,CNAE-2025,"Administración pública y de la política económica, social y medioambiental",3,84
842,CNAE-2025,Prestación de servicios a la comunidad en general,3,84
843,CNAE-2025,Seguridad social obligatoria,3,84
851,CNAE-2025,Educación preprimaria,3,85
852,CNAE-2025,Educación primaria,3,85
853,CNAE-2025,Educación secundaria y educación postsecundaria no terciaria,3,85
854,CNAE-2025,Educación terciaria,3,85
855,CNAE-2025,Otra educación,3,85
856,CNAE-2025,Actividades auxiliares a la educación,3,85
861,CNAE-2025,Actividades hospitalarias,3,86
862,CNAE-2025,Actividades médicas y odontológicas,3,86
869,CNAE-2025,Otras actividades sanitarias,3,86
871,CNAE-2025,Asistencia en establecimientos residenciales con cuidados sanitarios,3,87
872,CNAE-2025,Asistencia en establecimientos residenciales para personas que padecen una enfermedad mental o una drogodependencia o que han recibido un diagnóstico al respecto,3,87
873,CNAE-2025,Asistencia en establecimientos residenciales para personas mayores o con discapacidad física,3,87
879,CNAE-2025,Otras actividades de asistencia en establecimientos residenciales,3,87
881,CNAE-2025,Actividades de servicios sociales sin alojamiento para personas mayores o con discapacidad,3,88
889,CNAE-2025,Otras actividades de servicios sociales sin alojamiento,3,88
901,CNAE-2025,Actividades de creación artística,3,90
902,CNAE-2025,Actividades de artes escénicas,3,90
903,CNAE-2025,Actividades de apoyo a la creación artística y a las artes escénicas,3,90
911,CNAE-2025,Actividades de bibliotecas y archivos,3,91
912,CNAE-2025,"Actividades de museos, colecciones de arte, sitios históricos y monumentos",3,91
913,CNAE-2025,"Conservación, restauración y otras actividades de apoyo al patrimonio cultural",3,91
914,CNAE-2025,"Actividades de los jardines botánicos, parques zoológicos y reservas naturales",3,91
920,CNAE-2025,Actividades de juegos de azar y apuestas,3,92
931,CNAE-2025,Actividades deportivas,3,93
932,CNAE-2025,Otras actividades recreativas y de entretenimiento,3,93
941,CNAE-2025,"Actividades de organizaciones empresariales, profesionales y patronales",3,94
942,CNAE-2025,Actividades sindicales,3,94
949,CNAE-2025,Otras actividades asociativas,3,94
951,CNAE-2025,Reparación y mantenimiento de ordenadores y equipos de comunicación,3,95
952,CNAE-2025,Reparación y mantenimiento de efectos personales y artículos de uso doméstico,3,95
953,CNAE-2025,Reparación y mantenimiento de vehículos de motor y motocicletas,3,95
954,CNAE-2025,"Actividades de intermediación para reparación y mantenimiento de ordenadores, artículos personales y enseres domésticos y vehículos de motor y motocicletas",3,95
961,CNAE-2025,Lavado y limpieza de prendas de tela y de piel,3,96
962,CNAE-2025,"Peluquería, tratamientos de belleza, spas y actividades similares",3,96
963,CNAE-2025,Pompas fúnebres y actividades relacionadas,3,96
964,CNAE-2025,Actividades de intermediación para servicios personales,3,96
969,CNAE-2025,Otros servicios personales,3,96
970,CNAE-2025,Actividades de los hogares como empleadores de personal doméstico,3,97
981,CNAE-2025,Actividades de los hogares como productores de bienes para uso propio,3,98
982,CNAE-2025,Actividades de los hogares como productores de servicios para uso propio,3,98
990,CNAE-2025,Actividades de organizaciones y organismos extraterritoriales,3,99
0111,CNAE-2025,"Cultivo de cereales, distintos de arroz, leguminosas y oleaginosas",4,011
0112,CNAE-2025,Cultivo de arroz,4,011
0113,CNAE-2025,"Cultivo de hortalizas, raíces y tubérculos",4,011
0114,CNAE-2025,Cultivo de caña de azúcar,4,011
0115,CNAE-2025,Cultivo de tabaco,4,011
0116,CNAE-2025,Cultivo de plantas para fibras textiles,4,011
0119,CNAE-2025,Otros cultivos no perennes,4,011
0121,CNAE-2025,Cultivo de la vid,4,012
0122,CNAE-2025,Cultivo de frutos tropicales y subtropicales,4,012
0123,CNAE-2025,Cultivo de cítricos,4,012
0124,CNAE-2025,Cultivo de frutos con hueso y pepitas,4,012
0125,CNAE-2025,Cultivo de otros árboles y arbustos frutales y frutos secos,4,012
0126,CNAE-2025,Cultivo de frutos oleaginosos,4,012
0127,CNAE-2025,Cultivo de plantas para bebidas,4,012
0128,CNAE-2025,"Cultivo de especias, plantas aromáticas, medicinales y farmacéuticas",4,012
0129,CNAE-2025,Otros cultivos perennes,4,012
0130,CNAE-2025,Propagación de plantas,4,013
0141,CNAE-2025,Explotación de ganado bovino para la producción de leche,4,014
0142,CNAE-2025,Explotación de otro ganado bovino y búfalos,4,014
0143,CNAE-2025,Explotación de caballos y otros equinos,4,014
0144,CNAE-2025,Explotación de camellos y otros camélidos,4,014
0145,CNAE-2025,Explotación de ganado ovino y caprino,4,014
0146,CNAE-2025,Explotación de ganado porcino,4,014
0147,CNAE-2025,Avicultura,4,014
0148,CNAE-2025,Otras explotaciones de ganado,4,014
0150,CNAE-2025,Producción agrícola combinada con la producción ganadera,4,015
0161,CNAE-2025,Actividades de apoyo a la agricultura,4,016
0162,CNAE-2025,Actividades de apoyo a la ganadería,4,016
0163,CNAE-2025,Actividades de preparación posterior a la cosecha y tratamiento de semillas para reproducción,4,016
0170,CNAE-2025,"Caza, captura de animales y servicios relacionados",4,017
0210,CNAE-2025,Silvicultura y otras actividades forestales,4,021
0220,CNAE-2025,Explotación de la madera,4,022
0230,CNAE-2025,"Recolección de productos silvestres, excepto madera",4,023
0240,CNAE-2025,Servicios de apoyo a la silvicultura,4,024
0311,CNAE-2025,Pesca marina,4,031
0312,CNAE-2025,Pesca en agua dulce,4,031
0321,CNAE-2025,Acuicultura marina,4,032
0322,CNAE-2025,Acuicultura en agua dulce,4,032
0330,CNAE-2025,Actividades de apoyo a la pesca y la acuicultura,4,033
0510,CNAE-2025,Extracción de antracita y hulla,4,051
0520,CNAE-2025,Extracción de lignito,4,052
0610,CNAE-2025,Extracción de crudo de petróleo,4,061
0620,CNAE-2025,Extracción de gas natural,4,062
0710,CNAE-2025,Extracción de minerales de hierro,4,071
0721,CNAE-2025,Extracción de minerales de uranio y torio,4,072
0729,CNAE-2025,Extracción de otros minerales metálicos no férreos,4,072
0811,CNAE-2025,"Extracción de piedra ornamental, piedra caliza, yeso, pizarra y otras piedras",4,081
0812,CNAE-2025,Extracción de gravas y arenas y extracción de arcilla y caolín,4,081
0891,CNAE-2025,Extracción de minerales para productos químicos y fertilizantes,4,089
0892,CNAE-2025,Extracción de turba,4,089
0893,CNAE-2025,Extracción de sal,4,089
0899,CNAE-2025,Otras industrias extractivas n.c.o.p.,4,089
0910,CNAE-2025,Actividades de apoyo a la extracción de petróleo y gas natural,4,091
0990,CNAE-2025,Actividades de apoyo a otras industrias extractivas,4,099
1011,CNAE-2025,"Procesado y conservación de carne, excepto volatería",4,101
1012,CNAE-2025,Procesado y conservación de volatería,4,101
1013,CNAE-2025,Elaboración de productos cárnicos y de volatería,4,101
1021,CNAE-2025,"Procesado de pescados, crustáceos y moluscos",4,102
1022,CNAE-2025,Fabricación de conservas de pescado,4,102
1031,CNAE-2025,Procesado y conservación de patatas,4,103
1032,CNAE-2025,Elaboración de zumos de frutas y hortalizas,4,103
1039,CNAE-2025,Otro procesado y conservación de frutas y hortalizas,4,103
1042,CNAE-2025,Fabricación de margarina y grasas comestibles similares,4,104
1043,CNAE-2025,Fabricación de aceite de oliva,4,104
1044,CNAE-2025,Fabricación de otros aceites y grasas,4,104
1052,CNAE-2025,Fabricación de helados y otros hielos comestibles,4,105
1053,CNAE-2025,Fabricación de quesos,4,105
1054,CNAE-2025,Preparación de leche y otros productos lácteos,4,105
1061,CNAE-2025,Fabricación de productos de molinería,4,106
1062,CNAE-2025,Fabricación de almidones y productos amiláceos,4,106
1071,CNAE-2025,Fabricación de pan y de productos frescos de panadería y pastelería,4,107
1072,CNAE-2025,Fabricación de galletas y productos de panadería y pastelería de larga duración,4,107
1073,CNAE-2025,Elaboración de pastas alimenticias,4,107
1081,CNAE-2025,Fabricación de azúcar,4,108
1082,CNAE-2025,"Fabricación de cacao, chocolate y productos de confitería",4,108
1083,CNAE-2025,"Elaboración de café, té e infusiones",4,108
1084,CNAE-2025,"Elaboración de especias, salsas y condimentos",4,108
1085,CNAE-2025,Elaboración de platos y comidas preparados,4,108
1086,CNAE-2025,Elaboración de preparados alimenticios homogeneizados y alimentos dietéticos,4,108
1089,CNAE-2025,Elaboración de otros productos alimenticios n.c.o.p.,4,108
1091,CNAE-2025,Fabricación de productos para la alimentación de animales de granja,4,109
1092,CNAE-2025,Fabricación de productos para la alimentación de animales de compañía,4,109
1101,CNAE-2025,"Destilación, rectificación y mezcla de bebidas alcohólicas",4,110
1102,CNAE-2025,Elaboración de vinos,4,110
1103,CNAE-2025,Elaboración de sidra y otras bebidas fermentadas a partir de frutas,4,110
1104,CNAE-2025,"Elaboración de otras bebidas no destiladas, procedentes de la fermentación",4,110
1105,CNAE-2025,Fabricación de cerveza,4,110
1106,CNAE-2025,Fabricación de malta,4,110
1107,CNAE-2025,Fabricación de bebidas no alcohólicas y aguas embotelladas,4,110
1200,CNAE-2025,Industria del tabaco,4,120
1310,CNAE-2025,Preparación e hilado de fibras textiles,4,131
1320,CNAE-2025,Fabricación de tejidos textiles,4,132
1330,CNAE-2025,Acabado de textiles,4,133
1391,CNAE-2025,Fabricación de tejidos de punto,4,139
1392,CNAE-2025,Fabricación de textiles para el hogar y artículos de decoración confeccionados,4,139
1393,CNAE-2025,Fabricación de alfombras y moquetas,4,139
1394,CNAE-2025,"Fabricación de cuerdas, cordeles, bramantes y redes",4,139
1395,CNAE-2025,Fabricación de telas no tejidas y artículos confeccionados con ellas,4,139
1396,CNAE-2025,Fabricación de otros productos textiles de uso técnico e industrial,4,139
1399,CNAE-2025,Fabricación de otros productos textiles n.c.o.p.,4,139
1410,CNAE-2025,Confección de prendas de vestir de punto,4,141
1421,CNAE-2025,Confección de prendas de vestir exteriores,4,142
1422,CNAE-2025,Confección de ropa interior,4,142
1423,CNAE-2025,Confección de ropa de trabajo,4,142
1424,CNAE-2025,Confección de prendas de vestir de cuero y peletería,4,142
1429,CNAE-2025,Confección de otras prendas de vestir y accesorios n.c.o.p.,4,142
1511,CNAE-2025,"Preparación, curtido y teñido de cueros y pieles",4,151
1512,CNAE-2025,"Fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería de cualquier material",4,151
1520,CNAE-2025,Fabricación de calzado,4,152
1611,CNAE-2025,Aserrado y cepillado de la madera,4,161
1612,CNAE-2025,Transformación y acabado de la madera,4,161
1621,CNAE-2025,Fabricación de chapas y tableros de madera,4,162
1622,CNAE-2025,Fabricación de suelos de madera ensamblados,4,162
1623,CNAE-2025,"Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción, excepto las destinadas a construcción industrializada",4,162
1624,CNAE-2025,Fabricación de envases y embalajes de madera,4,162
1625,CNAE-2025,Fabricación de puertas y ventanas de madera,4,162
1626,CNAE-2025,Fabricación de combustibles sólidos a partir de biomasa vegetal,4,162
1627,CNAE-2025,Acabado de productos de madera,4,162
1628,CNAE-2025,"Fabricación de otros productos de madera, artículos de corcho, cestería y espartería",4,162
1629,CNAE-2025,Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería destinadas a la construcción industrializada,4,162
1711,CNAE-2025,Fabricación de pasta papelera,4,171
1712,CNAE-2025,Fabricación de papel y cartón,4,171
1721,CNAE-2025,Fabricación de papel y cartón ondulados y de envases y embalajes de papel y cartón,4,172
1722,CNAE-2025,"Fabricación de artículos de papel y cartón para uso doméstico, sanitario e higiénico",4,172
1723,CNAE-2025,Fabricación de artículos de papelería,4,172
1724,CNAE-2025,Fabricación de papeles pintados,4,172
1725,CNAE-2025,Fabricación de otros artículos de papel y cartón,4,172
1811,CNAE-2025,Impresión de periódicos,4,181
1812,CNAE-2025,Otras actividades de impresión y artes gráficas,4,181
1813,CNAE-2025,Servicios de preimpresión y preparación de soportes,4,181
1814,CNAE-2025,Encuadernación y servicios relacionados,4,181
1820,CNAE-2025,Reproducción de soportes grabados,4,182
1910,CNAE-2025,Coquerías,4,191
1920,CNAE-2025,Refino de petróleo y de combustibles fósiles,4,192
2011,CNAE-2025,Fabricación de gases industriales,4,201
2012,CNAE-2025,Fabricación de colorantes y pigmentos,4,201
2013,CNAE-2025,Fabricación de otros productos básicos de química inorgánica,4,201
2014,CNAE-2025,Fabricación de otros productos básicos de química orgánica,4,201
2015,CNAE-2025,Fabricación de fertilizantes y compuestos nitrogenados,4,201
2016,CNAE-2025,Fabricación de plásticos en formas primarias,4,201
2017,CNAE-2025,Fabricación de caucho sintético en formas primarias,4,201
2020,CNAE-2025,"Fabricación de pesticidas, desinfectantes y otros productos agroquímicos",4,202
2030,CNAE-2025,"Fabricación de pinturas, barnices y revestimientos similares, tintas de imprenta y masillas",4,203
2041,CNAE-2025,"Fabricación de jabones, detergentes y otros artículos de limpieza y abrillantamiento",4,204
2042,CNAE-2025,Fabricación de productos de perfumería y cosmética,4,204
2051,CNAE-2025,Fabricación de biocombustibles líquidos,4,205
2059,CNAE-2025,Fabricación de otros productos químicos n.c.o.p.,4,205
2060,CNAE-2025,Fabricación de fibras artificiales y sintéticas,4,206
2110,CNAE-2025,Fabricación de productos farmacéuticos de base,4,211
2120,CNAE-2025,Fabricación de especialidades farmacéuticas,4,212
2211,CNAE-2025,"Fabricación, recauchutado y reconstrucción de neumáticos de caucho y fabricación de cámaras",4,221
2212,CNAE-2025,Fabricación de otros productos de caucho,4,221
2221,CNAE-2025,"Fabricación de placas, hojas, tubos y perfiles de plástico",4,222
2222,CNAE-2025,Fabricación de envases y embalajes de plástico,4,222
2223,CNAE-2025,Fabricación de puertas y ventanas de plástico,4,222
2224,CNAE-2025,Fabricación de productos de plástico para la construcción,4,222
2225,CNAE-2025,Transformación y acabado de productos de plástico,4,222
2226,CNAE-2025,Fabricación de otros productos de plástico,4,222
2311,CNAE-2025,Fabricación de vidrio plano,4,231
2312,CNAE-2025,Manipulado y transformación de vidrio plano,4,231
2313,CNAE-2025,Fabricación de vidrio hueco,4,231
2314,CNAE-2025,Fabricación de fibra de vidrio,4,231
2315,CNAE-2025,"Fabricación y manipulado de otro vidrio, incluido el vidrio técnico",4,231
2320,CNAE-2025,Fabricación de productos cerámicos refractarios,4,232
2331,CNAE-2025,Fabricación de azulejos y baldosas de cerámica,4,233
2332,CNAE-2025,"Fabricación de ladrillos, tejas y productos de tierras cocidas para la construcción",4,233
2341,CNAE-2025,Fabricación de artículos cerámicos de uso doméstico y ornamental,4,234
2342,CNAE-2025,Fabricación de aparatos sanitarios cerámicos,4,234
2343,CNAE-2025,Fabricación de aisladores y piezas aislantes de material cerámico,4,234
2344,CNAE-2025,Fabricación de otros productos cerámicos de uso técnico,4,234
2345,CNAE-2025,Fabricación de otros productos cerámicos,4,234
2351,CNAE-2025,Fabricación de cemento,4,235
2352,CNAE-2025,Fabricación de cal y yeso,4,235
2362,CNAE-2025,Fabricación de elementos de yeso para la construcción,4,236
2363,CNAE-2025,Fabricación de hormigón fresco,4,236
2364,CNAE-2025,Fabricación de mortero,4,236
2365,CNAE-2025,Fabricación de fibrocemento,4,236
2366,CNAE-2025,"Fabricación de otros productos de hormigón, yeso y cemento",4,236
2367,CNAE-2025,Fabricación de elementos de hormigón para la construcción no industrializada,4,236
2368,CNAE-2025,Fabricación de elementos de hormigón para la construcción industrializada,4,236
2370,CNAE-2025,"Corte, tallado y acabado de la piedra",4,237
2391,CNAE-2025,Fabricación de productos abrasivos,4,239
2399,CNAE-2025,Fabricación de otros productos minerales no metálicos n.c.o.p.,4,239
2410,CNAE-2025,"Fabricación de productos básicos de hierro, acero y ferroaleaciones",4,241
2420,CNAE-2025,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",4,242
2431,CNAE-2025,Estirado en frío,4,243
2432,CNAE-2025,Laminado en frío,4,243
2433,CNAE-2025,Producción de perfiles en frío por conformación con plegado,4,243
2434,CNAE-2025,Trefilado en frío,4,243
2441,CNAE-2025,Producción de metales preciosos,4,244
2442,CNAE-2025,Producción de aluminio,4,244
2443,CNAE-2025,"Producción de plomo, zinc y estaño",4,244
2444,CNAE-2025,Producción de cobre,4,244
2445,CNAE-2025,Producción de otros metales no férreos,4,244
2446,CNAE-2025,Procesamiento de combustibles nucleares,4,244
2451,CNAE-2025,Fundición de hierro,4,245
2452,CNAE-2025,Fundición de acero,4,245
2453,CNAE-2025,Fundición de metales ligeros,4,245
2454,CNAE-2025,Fundición de otros metales no férreos,4,245
2512,CNAE-2025,Fabricación de puertas y ventanas de metal,4,251
2513,CNAE-2025,"Fabricación de estructuras metálicas y sus componentes, excepto las destinadas a construcción industrializada",4,251
2514,CNAE-2025,Fabricación de estructuras metálicas y sus componentes destinadas a construcción industrializada,4,251
2521,CNAE-2025,"Fabricación de radiadores, generadores de vapor y calderas para calefacción central",4,252
2522,CNAE-2025,"Fabricación de otras cisternas, grandes depósitos y contenedores de metal",4,252
2530,CNAE-2025,Fabricación de armas y municiones,4,253
2540,CNAE-2025,Forja y modelado de metales y metalurgia de polvos,4,254
2551,CNAE-2025,Revestimiento de metales,4,255
2552,CNAE-2025,Tratamiento térmico de metales,4,255
2553,CNAE-2025,Mecanizado de metales,4,255
2561,CNAE-2025,Fabricación de artículos de cuchillería y cubertería,4,256
2562,CNAE-2025,Fabricación de cerraduras y herrajes,4,256
2563,CNAE-2025,Fabricación de herramientas,4,256
2591,CNAE-2025,Fabricación de bidones y toneles de hierro o acero,4,259
2592,CNAE-2025,Fabricación de envases y embalajes metálicos ligeros,4,259
2593,CNAE-2025,"Fabricación de productos de alambre, cadenas y muelles",4,259
2594,CNAE-2025,Fabricación de pernos y productos de tornillería,4,259
2599,CNAE-2025,Fabricación de otros productos metálicos n.c.o.p.,4,259
2611,CNAE-2025,Fabricación de componentes electrónicos,4,261
2612,CNAE-2025,Fabricación de circuitos impresos ensamblados,4,261
2620,CNAE-2025,Fabricación de ordenadores y equipos periféricos,4,262
2630,CNAE-2025,Fabricación de equipos de telecomunicaciones,4,263
2640,CNAE-2025,Fabricación de productos electrónicos de consumo,4,264
2651,CNAE-2025,"Fabricación de instrumentos y aparatos de medida, verificación y navegación",4,265
2652,CNAE-2025,Fabricación de relojes,4,265
2660,CNAE-2025,"Fabricación de equipos de radiación, electromédicos y electroterapéuticos",4,266
2670,CNAE-2025,"Fabricación de instrumentos ópticos, soportes magnéticos y ópticos y equipos fotográficos",4,267
2711,CNAE-2025,"Fabricación de motores, generadores y transformadores eléctricos",4,271
2712,CNAE-2025,Fabricación de aparatos de distribución y control eléctrico,4,271
2720,CNAE-2025,Fabricación de pilas y acumuladores eléctricos,4,272
2731,CNAE-2025,Fabricación de cables de fibra óptica,4,273
2732,CNAE-2025,Fabricación de otros hilos y cables electrónicos y eléctricos,4,273
2733,CNAE-2025,Fabricación de dispositivos de cableado,4,273
2740,CNAE-2025,Fabricación de equipos de iluminación,4,274
2751,CNAE-2025,Fabricación de electrodomésticos,4,275
2752,CNAE-2025,Fabricación de aparatos domésticos no eléctricos,4,275
